sku,description,price,currency,family,status
03356-001,"Multi-frequency RFID reader, Seos® compatible, with Wiegand interface, compatible with 03364-001 and  03367-001",389,USD,Access,active
03357-001,"Multi-frequency RFID reader with OSDP interface, compatible with 03364-001 and 03367-001",350,USD,Access,active
03358-001,"Multi-frequency RFID reader, Seos® compatible, with OSDP interface, compatible with 03364-001 and  03367-001",402,USD,Access,active
03399-001,Compatible with 03364-001 and 03367-001,161,USD,Access,active
01334-001,"2N  IP Force - 1 button + HD camera + pictograms + 10W speaker, card reader ready",1739,USD,Access,active
01335-001,"2N  IP Force - 1 button + pictograms + 10W speaker, card reader ready",1339,USD,Access,active
01336-001,2N  IP Force - 1 button + 10W speaker,1249,USD,Audio and power accessories,active
01337-001,2N  IP Force - 1 button + HD camera + 10W speaker,1699,USD,Audio and power accessories,active
01338-001,2N  IP Force - 1 button + keypad + 10W speaker,1389,USD,Access,active
01339-001,2N  IP Force - 1 button + HD camera + keypad + 10W speaker,1699,USD,Access,active
01340-001,"2N  IP Force - 2 buttons + HD camera + 10W speaker, card reader ready",1699,USD,Access,active
01341-001,"2N  IP Force - 2 buttons + 10W speaker, card reader ready",1269,USD,Access,active
01342-001,2N  IP Force - 4 buttons + 10W speaker,1369,USD,Audio and power accessories,active
01343-001,2N  IP Force - 4 button + HD camera + 10W speaker,1719,USD,Audio and power accessories,active
01344-001,"2N  IP Force - 125kHz card reader. Includes Wiegand interface, 2 logical inputs, 2 output relays and tamper switch.",156,USD,Switches,active
03228-001,"Internal RFID card reader designed to be installed in the 2N IP Force. It allows the use of EM4100, EM4102, and HID Proximity cards. Another two switches, two logical inputs, and an OSDP interface are available. The OSDP protocol provides higher security than Wiegand and encrypts the transmitted data.",259,USD,Switches,active
01730-001,"2N IP Force - 13.56MHz secured card reader, NFC ready, Reads UID + PACS ID, support of HID iClass secured. Includes Wiegand interface, 2 logical inputs, 2 output relays and tamper switch",345,USD,Switches,active
03230-001,"Internal RFID card reader designed to be installed in the 2N IP Force. It allows the use of Mifare, HID iClass, DESFire and other standards, including NFC support. The reader reads the secure PACS ID number from HID iClass cards or the uID serial number from other cards. It includes two switches, two logical inputs, and an OSDP interface.",429,USD,Switches,active
03229-001,"Internal RFID card reader designed to be installed in the 2N IP Force. It allows the use of Mifare, HID iClass, DESFire and other standards, including NFC support. The reader can read uID card serial numbers and includes two switches, two logical inputs, and an OSDP interface. The OSDP protocol provides higher security than Wiegand and encrypts the transmitted data.",379,USD,Switches,active
01345-001,"2N  IP Force - safety screws, torx with pin",15,USD,Access,active
01735-001,2N IP Force Torx 4 screws black for the front panel - 5 packages of screws,24,USD,Access,active
01734-001,2N IP Force Frame for the main unit - 1 pc,33,USD,Access,active
01736-001,2N IP Force front panel with 4 buttons - 1pc,139,USD,Access,active
01737-001,2N IP Force front panel with 1 button - 1pc,102,USD,Access,active
01738-001,2N IP Force front panel with 1 button and pictograms -,129,USD,Access,active
01739-001,2N IP Force front panel with 1 button ready for keypad - 1pc,105,USD,Access,active
01740-001,2N IP Force front panel with 2 buttons ready for card reader - 1pc,129,USD,Access,active
01348-001,2N  IP Force and Safety - Brick flush mounting box,119,USD,Recorder accessories,active
01349-001,2N  IP Force and Safety - Plasterboard flush mounting box,103,USD,Recorder accessories,active
01350-001,2N  IP Force and Safety - Additional switch + Tamper switch.,62,USD,Switches,active
01351-001,"2N  IP Force and Safety - Gooseneck stand, height 120cm/47in",349,USD,Access,active
01352-001,2N  IP Force and Safety - Installation adapter for Code Blue and Talkaphone,129,USD,Access,active
01550-001,"2N IP Force and Safety - Gooseneck stand double, 45“ / 80“",659,USD,Access,active
01733-001,2N IP Force and Safety set of bushing for ethernet cable -5 pcs,69,USD,Access,active
01976-001,2N IP Force Secure Door set - contains additional switch + tamper (01350-001) and Security Relay (01386-001),139,USD,Switches,active
01873-001,2N IP Force keypad - 1pc,99,USD,Access,active
02338-001,Induction loop for 2N IP Force. Main unit with RFID window has to be used together with this accessory.,149,USD,Access,active
02933-001,"One-button intercom with the Full-HD camera and sleek design, extremely resistant - both to vandals (IK08) and to water and dust (IP66).
Requires the flush installation box 02941-001 or the surface installation box 03327-001.",1059,USD,Cameras,active
02934-001,"One-button intercom with the Full-HD camera and sleek design, extremely resistant - both to vandals (IK08) and to water and dust (IP66).
Requires the flush installation box 02941-001 or the surface installation box 03327-001.",1059,USD,Cameras,active
02935-001,"One-button intercom with the Full-HD camera and sleek design, extremely resistant - both to vandals (IK08) and to water and dust (IP66).
Requires the flush installation box 02941-001 or the surface installation box 03327-001.",1059,USD,Cameras,active
02941-001,"Flush installation box for the 2N IP One intercoms 02933-001, 02934-001, and 02935-001.",49,USD,Access,active
03327-001,"Surface mount box for the 2N IP One intercoms 02933-001, 02934-001, and 02935-001.",59,USD,Recorder accessories,active
01353-001,2N  IP Safety - 1 button + 10W speaker,1199,USD,Audio and power accessories,active
01354-001,2N  IP Safety - 2 buttons + 10W speaker,1229,USD,Audio and power accessories,active
01355-001,2N  IP Safety - red emergency button + 10W speaker,1229,USD,Audio and power accessories,active
01356-001,2N  IP Safety - metal frame (orange color),42,USD,Access,active
01869-001,2N IP Safety quick dial button with blue backlight - 5pcs,239,USD,Access,active
02739-001,"Spare part multipack - includes 10pcs of the red ""mushroom"" button.",289,USD,Access,active
01300-001,2N  IP Solo - flush mount,1339,USD,Recorder accessories,active
01301-001,2N  IP Solo - surface mount,1299,USD,Recorder accessories,active
01302-001,"2N  IP Solo - surface mount, black",1299,USD,Recorder accessories,active
01303-001,"2N  IP Solo - flush mount, black",1339,USD,Recorder accessories,active
01304-001,2N  IP Solo - backbox for flush installation,31,USD,Access,active
01305-001,2N  IP Solo - backplate for easier surface installation,62,USD,Access,active
02078-001,"Backplate for glass mount, has to be shipped together with  01305-001 backplate",25,USD,Recorder accessories,active
02202-001,"2N IP Solo black without camera for surface mount. The intercom is suitable for residential and commercial installation where camera is not required and IP Verso without camera has too big footprint, usually indoor (however intercom has IP54 rating and its perfectly suitable for outdoor installation).",719,USD,Recorder accessories,active
02203-001,"2N IP Solo without camera for surface mount. The intercom is suitable for residential and commercial installation where camera is not required and IP Verso without camera has too big footprint, usually indoor (however intercom has IP54 rating and its perfectly suitable for outdoor installation).",719,USD,Recorder accessories,active
02204-001,"2N IP Solo black without camera for flush mount. The intercom is suitable for residential and commercial installation where camera is not required and IP Verso without camera has too big footprint, usually indoor (however intercom has IP54 rating and its perfectly suitable for outdoor installation).",749,USD,Recorder accessories,active
02205-001,"2N IP Solo without camera for flush mount. The intercom is suitable for residential and commercial installation where camera is not required and IP Verso without camera has too big footprint, usually indoor (however intercom has IP54 rating and its perfectly suitable for outdoor installation).",749,USD,Recorder accessories,active
02405-001,2N IP style flush box. Accessories for the IP Style main unit 02407-001 and 02521-001.,219,USD,Access,active
02406-001,2N IP Style surface installation box. Accessory for 2N IP Style main unit 02407-001.,103,USD,Access,active
02407-001,"2N IP Style - 10 inch touchscreen intercom with IP65 and IK08. Embedded RFID reader 125kHz+13.56MHz (reads iClass PACS ID), embedded BT access control and full HD camera with WDR. Suitable for both surface (02406-001) and flush (02405-001) installation.",4229,USD,Access,active
02521-001,"2N IP Style - 10 inch touchscreen intercom with IP65 and IK08. Embedded RFID reader 125kHz+13.56MHz, embedded BT access control and full HD camera with WDR. Suitable for both surface (02406-001) and flush (02405-001) installation.",3729,USD,Access,active
01861-001,"2N IP Uni speaker with cable, 4 pcs",44,USD,Audio and power accessories,active
01863-001,"2N IP Uni microphone with cable, 10 pcs",47,USD,Audio and power accessories,active
01868-001,"2N IP Uni flush box for in-wall installation, 1 pc",28,USD,Access,active
01879-001,"2N IP Vario microphone with cable, 5 pcs",15,USD,Audio and power accessories,active
01880-001,"2N IP Vario wago terminal for ethernet and lock connection, 5 pcs",20,USD,Access,active
01881-001,"2N IP Vario keypad, 1 pc",20,USD,Access,active
01878-001,"2N IP Vario speaker with holder and sealing, 5 pcs",25,USD,Audio and power accessories,active
01890-001,"2N IP Vario front metal cover with 6 button and display cut-out, 1 pc",44,USD,Access,active
01891-001,"2N IP Vario front metal cover for 8 button extender, 1 pc",44,USD,Access,active
01892-001,"2N IP Vario front metal cover for 16 button extender, 1 pc",44,USD,Access,active
01893-001,"2N IP Vario backbox, black plastic chassis, 5 pcs",25,USD,Access,active
01894-001,"2N IP Vario plastic front cover for 1 button, 1 pc",30,USD,Access,active
01895-001,"2N IP Vario plastic front cover for 1 button and keypad, 1 pc",75,USD,Access,active
01896-001,"2N IP Vario front plastic cover for 3 buttons, 1 pc",30,USD,Access,active
01897-001,2N IP Vario front plastic cover for 3 buttons and keypad,75,USD,Access,active
01898-001,"2N IP Vario front plastic panel for 6 buttons, 1 pc",45,USD,Access,active
01899-001,2N IP Vario plastic front cover with 6 buttons and keypad,90,USD,Access,active
01900-001,"2N IP Vario plastic camera support, 5 pcs",8,USD,Cameras,active
01901-001,"2N IP Vario plastic camera holder, 5 pcs",8,USD,Cameras,active
01902-001,"2N IP Vario camera cover, 5 pcs",10,USD,Cameras,active
01903-001,"2N IP Vario cover for w/o camera version, 5 pcs",10,USD,Cameras,active
01252-001,2N  IP Verso - Infopanel,119,USD,Access,active
01253-001,2N  IP Verso - Keypad,299,USD,Access,active
01254-001,"2N  IP Verso - Keypad, black",299,USD,Access,active
01257-001,2N  IP Verso - 2 inputs and 2 output relays. This module is installed beneath other modules.,73,USD,Access,active
01258-001,2N  IP Verso - 5 buttons,139,USD,Access,active
01259-001,2N  IP Verso - Wiegand. This module is installed beneath other modules.,109,USD,Access,active
01260-001,2N  IP Verso - Tamper switch. This module is installed beneath other modules.,49,USD,Switches,active
01261-001,2N  IP Verso - Blind panel,28,USD,Access,active
01263-001,2N  IP Verso - Induction loop,269,USD,Access,active
01266-001,2N  IP Verso - Bluetooth,369,USD,Access,active
01267-001,2N  IP Verso - Extension cable 1m,24,USD,Access,active
01268-001,2N  IP Verso - Extension cable 3m,25,USD,Access,active
01270-001,"2N  IP Verso - Blind button. Covers one button, on the main unit or 5 button module.",27,USD,Access,active
01271-001,2N  IP Verso - Main unit without camera,749,USD,Cameras,active
01272-001,"2N  IP Verso - Main unit without camera, black",749,USD,Cameras,active
01273-001,2N  IP Verso - Main unit with camera,1299,USD,Cameras,active
01274-001,"2N  IP Verso - Main unit with camera, black",1299,USD,Cameras,active
02907-001,"2N IP VERSO 2.0 Main unit with camera, Nickel
The main intercom unit has a Full HD camera and one button. You can connect up to 30 modules to it, and it's designed with flexibility in mind! Mount it on the wall, flush with the wall, or even on glass - just choose the correct mounting accessory.",1629,USD,Recorder accessories,active
02908-001,"2N IP VERSO 2.0 Main unit with camera, Black
The main intercom unit has a Full HD camera and one button. You can connect up to 30 modules to it, and it's designed with flexibility in mind! Mount it on the wall, flush with the wall, or even on glass - just choose the correct mounting accessory.",1629,USD,Recorder accessories,active
01275-001,2N  IP Verso - Touch display,989,USD,Access,active
01277-001,2N  IP Verso - Touch keypad,249,USD,Access,active
01276-001,2N  IP Verso - Fingerprint,639,USD,Access,active
01269-001,2N  IP Verso - Extension cable 5m,32,USD,Access,active
01523-001,"2N  IP Verso - Blind button. Covers one button, on the main unit or 5 button module. Black",27,USD,Access,active
01792-001,"LTE intercom - no wired data connection, connects to the network via LTE. Requires data LTE SIM card (MicroSIM size) and external power supply such as 01435-001.
The internal antenna occupies position of one module, if you intend to use additional modules with the main unit, use the external antenna 01943-001.",1389,USD,Power Supply,active
01791-001,"LTE intercom - no wired data connection, connects to the network via LTE. Requires data LTE SIM card (MicroSIM size) and external power supply such as 01435-001.
The internal antenna occupies position of one module, if you intend to use additional modules with the main unit, use the external antenna 01943-001.",1389,USD,Power Supply,active
01943-001,Accessories for 2N LTE Verso for places with poor LTE coverage.,31,USD,Access,active
01975-001,"2N IP Verso Secure Door set - contains I/O module (01257-001), tamper switch (01260-001) and Security Relay (01386-001)",189,USD,Switches,active
01940-001,"2N IP Verso and LTE Verso 2 module wedge backplate, 25°, helps to cover blind spots of the camera",44,USD,Cameras,active
02043-001,"Plastic blind module cover for IP Verso, 5 pcs",56,USD,Access,active
02058-001,"2N IP Verso and Solo – Reflector with 2N logo black, 5 pcs",79,USD,Access,active
02077-001,25° gradient mounting backplate,34,USD,Recorder accessories,active
02055-001,"Speaker cover, black, 5 pcs",89,USD,Audio and power accessories,active
02056-001,"Front plastic cover of Verso RFID reader, 5pcs",74,USD,Access,active
02057-001,"Metal clamps for connection of Verso modules backboxes together, 20pcs",49,USD,Access,active
02063-001,Plastic bluetooth reader cover,75,USD,Access,active
02093-001,"2N IP Verso/Solo - green 2 PIN terminal for input/output, 10 pcs",19,USD,Access,active
02092-001,"2N IP Verso/Solo - green 3 PIN terminal for relay and 12V input, 10 pcs",21,USD,Access,active
02140-001,"2N IP Verso - RFID 125kHz, second generation with better reading distance/time.",199,USD,Access,active
02141-001,"2N IP Verso - RFID 13.56MHz NFC, second generation with better reading distance/time, reads PACS ID",329,USD,Access,active
02284-001,A debug module for 2N LTE Verso that is compatible with all sold LTE Versos. It includes a RJ-45 port that can be used for local access to the intercom for troubleshooting in case of mobile network issues.,69,USD,Access,active
02577-001,"OSDP module for integration into 3rd party access control system. OSDP module is compatible with IP Verso, IP Style and Access Unit 2.0.",119,USD,Access,active
02782-001,"2N IP VERSO READER , Keyboard, BLE, RFID 125kHz, 13,56Mhz, NFC, secured, PICard",959,USD,Access,active
02781-001,"2N IP VERSO READER, Keyboard, BLE, RFID 125kHz, 13,56Mhz, NFC, PICard",779,USD,Access,active
02444-001,"2N IP VERSO READER, BLE, RFID 125kHz, 13,56Mhz, secured, PICard",799,USD,Access,active
02778-001,"2N IP VERSO READER, BLE, RFID 125kHz, 13,56Mhz, NFC, PICard",609,USD,Access,active
02779-001,"2N IP VERSO READER, Keyboard, RFID 125kHz, 13,56Mhz,NFC, PICard",529,USD,Access,active
02443-001,"IP VERSO READER, Keyboard, RFID 125kHz, 13,56Mhz, NFC, PICard",659,USD,Access,active
01278-001,2N  IP Verso - 1 module flush frame,89,USD,Access,active
01279-001,"2N  IP Verso - 1 module flush frame, black",89,USD,Access,active
01280-001,2N  IP Verso - 2 modules flush frame,99,USD,Access,active
01281-001,"2N  IP Verso - 2 modules flush frame, black",99,USD,Access,active
01282-001,2N  IP Verso - 3 modules flush frame,99,USD,Access,active
01283-001,"2N  IP Verso - 3 modules flush frame, black",99,USD,Access,active
01284-001,2N  IP Verso - 1 module flush box,31,USD,Access,active
01285-001,2N  IP Verso - 2 modules flush box,39,USD,Access,active
01286-001,2N  IP Verso - 3 modules flush box,39,USD,Access,active
01287-001,2N  IP Verso - 1 module surface frame,69,USD,Access,active
01288-001,"2N  IP Verso - 1 module surface frame, black",69,USD,Access,active
01289-001,2N  IP Verso - 2 modules surface frame,85,USD,Access,active
01290-001,"2N  IP Verso - 2 modules surface frame, black",85,USD,Access,active
01291-001,2N  IP Verso - 3 modules surface frame,119,USD,Access,active
01292-001,"2N  IP Verso - 3 modules surface frame, black",139,USD,Access,active
01293-001,2N  IP Verso - 1 module backplate for surface installation,62,USD,Access,active
01294-001,2N  IP Verso - 2 modules backplate for surface installation,69,USD,Access,active
01295-001,2N  IP Verso - 3 modules backplate for surface installation,79,USD,Access,active
01296-001,2N  IP Verso - 2x2 modules backplate for surface installation,99,USD,Access,active
01297-001,2N  IP Verso - 3x2 modules backplate for surface installation,139,USD,Access,active
01298-001,2N  IP Verso - 2x3 modules backplate for surface installation,129,USD,Access,active
01299-001,2N  IP Verso - 3x3 modules backplate for surface installation,169,USD,Access,active
01524-001,2N  IP Verso - 1 module backplate for surface installation on a 2-gang backbox,53,USD,Access,active
01525-001,2N  IP Verso - 2 modules backplate for surface installation on a 2-gang backbox,62,USD,Access,active
02683-001,"My2N Mobile Video 12 month subscription voucher for ONE apartment (up to 4 user devices assigned per apartment).  A single voucher is generated for multiple apartments per My2N site on the same order, however vouchers for multiple My2N Sites need to be ordered separately.",40,USD,Software and licensing,active
02682-001,"My2N Mobile Video 12 month subscription voucher for one user device.  A single voucher is generated for multiple user devices per My2N site on the same order, however vouchers for multiple My2N Sites need to be ordered separately.",27,USD,Software and licensing,active
02309-001,"2N Access Commander – Advanced licence. Allows management of up to 30 devices and 300 users with access to Advanced features. Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",759,USD,Software and licensing,active
02310-001,"2N Access Commander – Pro licence. Allows management of up to 100 devices and 1000 users with acces to Pro features. Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",1649,USD,Software and licensing,active
02311-001,"2N Access Commander – Unlimited licence. Allows management of unlimited devices and users* and access to Pro features. (*Unlimited within limitations of software interface: Approx 2000 devices). Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",3819,USD,Software and licensing,active
02312-001,"2N Access Commander – Upgrade Advanced to Pro licence. Pro license allows management of up to 100 devices and 1000 users with access to Pro features. Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",1079,USD,Software and licensing,active
02313-001,"2N Access Commander – Upgrade Pro to Unlimited licence. Unlimited license allows management of unlimited devices and users* and access to Pro features. (*Unlimited within limitations of software interface: Approx 2000 devices). Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",2349,USD,Software and licensing,active
02314-001,"2N Access Commander – Add-on Attendance Monitoring license. This activates attendance monitoring for all users included in the present license type. It should be used only with Access Commander 2.4 or higher. Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",639,USD,Software and licensing,active
02722-001,"PICard Commander is 2N's unique cryptographic software, providing Protected Identity Credentials, built on the popular Mifare DESFire technology. The license for this software is generated using the SN of a compatible USB reader (non-secured - 01400-001, secured - 01527-001). The software can then only be used with the licensed USB reader. Delivered as eLicense key. One license key per unit. Note: eLicenses are non-cancellable, non-changeable and non-returnable.",949,USD,Software and licensing,active
03160-001,"This license allows a direct connection of 2N IP Intercoms to Microsoft Teams via MS SIP Gateway service.
Now you can sign-in to Teams with your corporate credentials and make and receive calls with 2N IP Intercoms.
Door opening from the MS Teams app is supported via entering Code/DTMF.",159,USD,Software and licensing,active
01381-001,2N  IP Intercom and SIP AudioLicense - Informacast License,99,USD,Software and licensing,active
02624-001,"The license activates the interface between 2N IP Intercoms and LenelS2 OnGuard. 2N PLUGIN FOR OnGuard enables the communication between 2N IP Intercoms and OnGuard, an access control system from LenelS2. The integration allows the OnGuard users to monitor and manage intercoms through one comprehensive security platform. Operators can place or terminate a call between their desktop station and selected remote intercom with a single click in the OnGuard interface. It is also possible to monitor 2N devices and use intercom events to trigger actions in OnGuard.",1259,USD,Software and licensing,active
02625-001,"The license activates the interface between 2N IP Intercoms and C•CURE 9000.  2N PLUGIN FOR CCure enables the communication between 2N IP Intercoms and C•CURE 9000, an access control system from Tyco. The CCure users can monitor and control the 2N IP intercoms through the C•CURE 9000 user interface. Call commands between intercoms are executed through the graphical maps or in the device tree in C•CURE 9000. The integration provides continuous 24/7 monitoring of the 2N IP intercoms and event reporting in C•CURE 9000. Intercom events can be further linked with actions in C•CURE 9000",1259,USD,Software and licensing,active
02922-001,"The license activates the interface between 2N IP Intercoms and AMAG Symmetry™ Access Control. 2N PLUGIN FOR Symmetry enables the communication between 2N IP Intercoms and Symmetry, an access control system from AMAG. The integration allows the Symmetry users to monitor and manage intercoms through one comprehensive security platform. Operators can place or terminate a call between their desktop station and selected remote intercom with a single click in the Symmetry interface.",1259,USD,Software and licensing,active
02171-001,License key for the 2N® INDOOR TOUCH 2.0 enabling the 2N® MEETING ROOM app feature.,399,USD,Software and licensing,active
01384-001,Mifare RFID smart card 13.56MHz,7,USD,Access,active
01385-001,Mifare RFID smart key fob 13.56MHz,7,USD,Access,active
01386-001,2N Security Relay,169,USD,Access,active
01387-001,2N Wiegand Isolator,179,USD,Access,active
01388-001,2N Magnetic door contact,25,USD,Access,active
01389-001,"External 125 kHz EMarine RFID card reader, Wiegand",119,USD,Access,active
01390-001,"External 13.56MHz Mifare RFID card reader, Wiegand",119,USD,Access,active
01391-001,2N External induction loop for  IP Intercom,199,USD,Access,active
01393-001,2N Power supply for the induction loop,49,USD,Power Supply,active
01395-001,Proximity Card Emarine 125kHz,7,USD,Access,active
01396-001,Proximity Key Fob Emarine 125kHz,7,USD,Access,active
01397-001,"Web IP Relay - 1 output, 1 input",309,USD,Access,active
01399-001,External RFID Reader 125kHz EMarine (USB interface),75,USD,Access,active
01400-001,External RFID Reader 13.56MHz + 125kHz (USB interface),389,USD,Access,active
01401-001,External fingerprint reader (USB interface),289,USD,Access,active
01402-001,External Bluetooth reader (USB interface),33,USD,Access,active
01404-001,2N 2Wire - set of 2 adaptors and power source for the US plug,399,USD,Access,active
01527-001,"2N RFID secured reader 13.56MHz + 125kHz (USB interface), This USB reader reads the card serial number (CSN) and also secured PACs ID from HID smart cards",499,USD,Access,active
01640-001,2N IP Verso and Solo speaker cover - plastic cover of speaker on the main unit - 5pcs,72,USD,Audio and power accessories,active
01641-001,2N IP Verso and Solo camera window- camera version -plastic cover on the main unit - 5pcs,49,USD,Cameras,active
01642-001,2N IP Verso camera window- non-camera version -plastic cover on the main unit - 5pcs,53,USD,Cameras,active
01643-001,2N IP Verso and Solo Reflector with 2N logo - plastic part under the camera - 5pcs,66,USD,Cameras,active
01644-001,2N IP Verso and Solo button nametag - plastic button with nametag - 10pcs,95,USD,Access,active
01645-001,2N IP Verso Flush and surface bottom fixture - metal fixture to hold the frame - 5pcs,49,USD,Access,active
01646-001,2N IP Solo Flush and surface bottom fixture - metal fixture to hold the frame - 5pcs,42,USD,Access,active
01647-001,2N IP Verso and Solo Flush mount upper fixtrue - metal part to hold the frame - 5pcs,42,USD,Recorder accessories,active
01648-001,2N IP Verso and Solo Surface mount upper fixture - metal part to hold the frame - 5pcs,37,USD,Recorder accessories,active
01649-001,"2N IP Verso bus short, 80mm - vbus cabel to connect the modules - 10pcs",49,USD,Access,active
01650-001,"2N IP Verso bus short, 220mm - vbus cabel to connect the modules - 10pcs",59,USD,Access,active
01651-001,2N IP Verso microphone set - microphone with cable to 3 module extension - 10pcs,74,USD,Audio and power accessories,active
01652-001,"2N IP Force and Safety Speaker 1W, 16 Ohm, 77mm - 1pc",32,USD,Audio and power accessories,active
01654-001,2N IP Force and Safety Gasket for microphone - 5pcs,17,USD,Audio and power accessories,active
01655-001,2N IP Force and Safety microphone with cable - 10pcs,159,USD,Audio and power accessories,active
01656-001,2N IP Force and analog Force Button namateg to plastic part - 5pcs,27,USD,Access,active
01657-001,2N IP Force and analog Force Plastic clear button on the PCB board - 10pcs,24,USD,Access,active
01658-001,2N IP Force and analog Force 1 button board - 1pc,32,USD,Access,active
01659-001,"2N IP Force and analog Force 1 button board, pictograms - 1pc",32,USD,Access,active
01660-001,2N IP Force and analog Force 2 buttons board - 1pc,37,USD,Access,active
01661-001,2N IP Force and analog Force 4 buttons board - 1pc,42,USD,Access,active
01653-001,"2N IP Force and Safety Speaker 10W, 4 Ohm, 76mm - 4pcs",69,USD,Audio and power accessories,active
02041-001,U-shaped black front frame for 2N IP Base,64,USD,Access,active
02318-001,NVT phybridge 2 wire to ethernet convertor. The package contains 8 port switch unit and 2 adaptors. Other adaptors can be purchased as SKU 02319-001 (pack with 6 adaptors).,1139,USD,Switches,active
02319-001,Sixpack of NVT adaptors compatible with NVT switch 02318-001. Solution for 2wire to ethernet conversion.,879,USD,Switches,active
